[[<module 'oppgave2a.export758' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export758.py'>, AssertionError("'t' != 'u'\n- t\n+ u\n")]]
[[<module 'oppgave2a.export283' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export283.py'>, AssertionError("'a' != 'u'\n- a\n+ u\n")]]
[[<module 'oppgave2a.export683' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export683.py'>, ValueError("invalid literal for int() with base 10: 'abc'")]]
[[<module 'oppgave2a.export924' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export924.py'>, ValueError("invalid literal for int() with base 10: 'abc'")]]
[[<module 'oppgave2a.export733' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export733.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export938' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export938.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export1902' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1902.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export68' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export68.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export2038' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export2038.py'>, AssertionError("'u' != 'a'\n- u\n+ a\n")]]
[[<module 'oppgave2a.export174' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export174.py'>, ValueError("invalid literal for int() with base 10: 'abc'")]]
[[<module 'oppgave2a.export1723' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1723.py'>, NameError("name 'tekst' is not defined")]]
[[<module 'oppgave2a.export954' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export954.py'>, AssertionError("None != 'u'")]]
[[<module 'oppgave2a.export245' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export245.py'>, AssertionError("0 != 'a'")]]
[[<module 'oppgave2a.export1897' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1897.py'>, NameError("name 'storted' is not defined")]]
[[<module 'oppgave2a.export1286' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1286.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export254' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export254.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export1604' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1604.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export1240' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1240.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export1314' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1314.py'>, AssertionError("'e' != 'a'\n- e\n+ a\n")]]
[[<module 'oppgave2a.export1311' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1311.py'>, AssertionError("'m' != 'a'\n- m\n+ a\n")]]
[[<module 'oppgave2a.export1680' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1680.py'>, AssertionError("'a' != 'u'\n- a\n+ u\n")]]
[[<module 'oppgave2a.export1862' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1862.py'>, AssertionError("<built-in function max> != 'u'")]]
[[<module 'oppgave2a.export332' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export332.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export258' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export258.py'>, AssertionError("None != 'a'")]]
[[<module 'oppgave2a.export672' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export672.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export1489' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1489.py'>, AssertionError("'u' != 'a'\n- u\n+ a\n")]]
[[<module 'oppgave2a.export658' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export658.py'>, AssertionError("'e' != 'a'\n- e\n+ a\n")]]
[[<module 'oppgave2a.export1695' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1695.py'>, AssertionError("'u' != 'a'\n- u\n+ a\n")]]
[[<module 'oppgave2a.export1187' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1187.py'>, AssertionError("'a' != 'u'\n- a\n+ u\n")]]
[[<module 'oppgave2a.export1193' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1193.py'>, AssertionError("'a' != 'u'\n- a\n+ u\n")]]
