[[<module 'oppgave1.export174' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export174.py'>, NameError("name 'newlist' is not defined")]]
[[<module 'oppgave1.export983' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export983.py'>, UnboundLocalError("local variable 'i' referenced before assignment")]]
[[<module 'oppgave1.export954' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export954.py'>, AssertionError('0.0 != 11')]]
[[<module 'oppgave1.export823' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export823.py'>, IndexError('pop index out of range')]]
[[<module 'oppgave1.export1009' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1009.py'>, NameError("name 'num' is not defined")]]
[[<module 'oppgave1.export245' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export245.py'>, TypeError("'NoneType' object is not iterable")]]
[[<module 'oppgave1.export194' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export194.py'>, AssertionError('6 != 11')]]
[[<module 'oppgave1.export844' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export844.py'>, IndexError('pop index out of range')]]
[[<module 'oppgave1.export251' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export251.py'>, AssertionError('6 != 11')]]
[[<module 'oppgave1.export1163' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1163.py'>, IndexError('pop index out of range')]]
[[<module 'oppgave1.export503' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export503.py'>, AssertionError('4 != 11')]]
[[<module 'oppgave1.export970' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export970.py'>, AssertionError('17 != 11')]]
[[<module 'oppgave1.export935' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export935.py'>, NameError("name 'numlist' is not defined")]]
[[<module 'oppgave1.export633' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export633.py'>, AssertionError('0 != 11')]]
[[<module 'oppgave1.export647' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export647.py'>, TypeError("argument of type 'int' is not iterable")]]
[[<module 'oppgave1.export820' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export820.py'>, AssertionError('3 != 11')]]
[[<module 'oppgave1.export521' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export521.py'>, TypeError("'set' object is not subscriptable")]]
[[<module 'oppgave1.export1156' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1156.py'>, AttributeError("'tuple' object has no attribute 'append'")]]
